SMILES,JAK1,pIC50_JAK1,JAK2,pIC50_JAK2,JAK3,pIC50_JAK3,TYK2,pIC50_TYK2
N#C[C@H]1C[C@@H](NCCC(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,2,-0.301029996,55,-1.740362689,,,,
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,0.45,0.346787486,3,-0.477121255,,,,
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,8,-0.903089987,33,-1.51851394,,,,
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C3CC3)cc2)n1,3,-0.477121255,10,-1,,,,
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,1.2,-0.079181246,6,-0.77815125,,,,
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,0.5,0.301029996,5,-0.698970004,,,,
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)nc2)n1,2,-0.301029996,17,-1.230448921,,,,
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.62,0.207608311,2,-0.301029996,,,,
N#C[C@H]1C[C@@H](O)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,2,-0.301029996,13,-1.113943352,,,,
N#C[C@H]1C[C@@H](OC(=O)NC2CCCCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5,-0.698970004,164,-2.214843848,,,,
N#C[C@H]1C[C@@H](OC(=O)Nc2ccccc2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7,-0.84509804,107,-2.029383778,,,,
N#C[C@H]1C[C@@H](OCC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,4,-0.602059991,33,-1.51851394,,,,
N#C[C@H]1C[C@](O)(C2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,1,0,10,-1,,,,
N#C[C@H]1C[C@H](N(CC2CC2)C2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,125,-2.096910013,1500,-3.176091259,,,,
N#C[C@H]1C[C@H](N(CC2CC2)CC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,260,-2.414973348,,,,,,
N#C[C@H]1C[C@H](N[C@@H](C2CC2)C(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,177,-2.247973266,375,-2.574031268,,,,
N#C[C@H]1C[C@H](N[C@H](C2CC2)C(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,165,-2.217483944,1000,-3,,,,
N#C[C@H]1C[C@H](N2C[C@@H]3C(CO)[C@@H]3C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.9,0.045757491,22,-1.342422681,,,,
N#C[C@H]1C[C@H](N2CC(F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.45,0.346787486,6,-0.77815125,,,,
N#C[C@H]1C[C@H](N2CC(O)(C(F)(F)F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,2,-0.301029996,62,-1.792391689,,,,
N#C[C@H]1C[C@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,0.1,1,27,-1.431363764,,,,
N#C[C@H]1C[C@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,0.2,0.698970004,37,-1.568201724,,,,
N#C[C@H]1C[C@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.6,0.22184875,240,-2.380211242,,,,
N#C[C@H]1C[C@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,1,0,122,-2.086359831,,,,
N#C[C@H]1C[C@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,0.3,0.522878745,12,-1.079181246,,,,
N#C[C@H]1C[C@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.9,0.045757491,51,-1.707570176,,,,
N#C[C@H]1C[C@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,2,-0.301029996,47,-1.672097858,,,,
N#C[C@H]1C[C@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,2,-0.301029996,120,-2.079181246,,,,
N#C[C@H]1C[C@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,2,-0.301029996,110,-2.041392685,,,,
N#C[C@H]1C[C@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,2,-0.301029996,40,-1.602059991,,,,
N#C[C@H]1C[C@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.29,0.537602002,5,-0.698970004,,,,
N#C[C@H]1C[C@H](NC2(O)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,2,-0.301029996,30,-1.477121255,,,,
N#C[C@H]1C[C@H](NC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,5,-0.698970004,113,-2.053078443,,,,
N#C[C@H]1C[C@H](NC2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,51,-1.707570176,1050,-3.021189299,,,,
N#C[C@H]1C[C@H](NCC(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,12,-1.079181246,51,-1.707570176,,,,
N#C[C@H]1C[C@H](NCC(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,9,-0.954242509,53,-1.72427587,,,,
N#C[C@H]1C[C@H](NCC2(O)CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,1,0,48,-1.681241237,,,,
N#C[C@H]1C[C@H](NCc2c(F)cccc2F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,11,-1.041392685,500,-2.698970004,,,,
N#C[C@H]1C[C@H](NCC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.15,0.823908741,24,-1.380211242,,,,
N#C[C@H]1C[C@H](NCc2ccccc2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,2,-0.301029996,56,-1.748188027,,,,
N#C[C@H]1C[C@H](NCCC(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,3,-0.477121255,82,-1.913813852,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,0.3,0.522878745,3,-0.477121255,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,0.25,0.602059991,3,-0.477121255,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,1,0,8,-0.903089987,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,4,-0.602059991,17,-1.230448921,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,3,-0.477121255,10,-1,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,3,-0.477121255,20,-1.301029996,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,1,0,26,-1.414973348,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,3,-0.477121255,11,-1.041392685,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)nc2)n1,3,-0.477121255,20,-1.301029996,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)nc2)n1,8,-0.903089987,84,-1.924279286,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.2,0.698970004,3,-0.477121255,,,,
N#C[C@H]1C[C@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,2,-0.301029996,26,-1.414973348,,,,
N#C[C@H]1C[C@H](O)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5,-0.698970004,46,-1.662757832,,,,
N#C[C@H]1C[C@H](O)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,2,-0.301029996,3,-0.477121255,,,,
N#C[C@H]1C[C@H](O)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)cc2)n1,0.32,0.494850022,3,-0.477121255,,,,
N#C[C@H]1C[C@H](O)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,1,0,210,-2.322219295,,,,
N#C[C@H]1C[C@H](OC(=O)NC2CCCCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7,-0.84509804,88,-1.944482672,,,,
N#C[C@H]1C[C@H](OCC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,2,-0.301029996,14,-1.146128036,,,,
N#C[C@H]1C[C@H](OCC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,0.9,0.045757491,9,-0.954242509,,,,
N#C[C@H]1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,4,-0.602059991,28,-1.447158031,,,,
N#C[C@H]1CC(N2CC[C@@H](F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,2,-0.301029996,18,-1.255272505,,,,
N#C[C@H]1CC(N2CC[C@H](F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,1,0,17,-1.230448921,,,,
N#C[C@H]1CC(N2CCC[C@@H]2CF)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,1,0,14,-1.146128036,,,,
N#C[C@H]1CC(N2CCC[C@H]2CF)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,1,0,28,-1.447158031,,,,
N#C[C@H]1CC(NC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.7,0.15490196,7,-0.84509804,,,,
N#C[C@H]1CC(NC2CCS(=O)(=O)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.4,0.397940009,7,-0.84509804,,,,
N#C[C@H]1CC(NC2COC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.22,0.657577319,3,-0.477121255,,,,
N#C[C@H]1CC(NCC(=O)O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.2,0.698970004,1,0,,,,
N#C[C@H]1CC(NCC(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)cc2)n1,0.9,0.045757491,6,-0.77815125,,,,
N#C[C@H]1CC(NCC2CCS(=O)(=O)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.4,0.397940009,10,-1,,,,
N#C[C@H]1CC(NCCO)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.35,0.455931956,11,-1.041392685,,,,
N#C[C@H]1CC[C@@H](NCc2ccccc2)C[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,11,-1.041392685,170,-2.230448921,,,,
N#C[C@H]1CC[C@@H](O)CC1n1cc(C(N)=O)c(Nc2ccccc2)n1,27,-1.431363764,185,-2.267171728,,,,
N#C[C@H]1CC[C@H](NCc2ccccc2)C[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,4,-0.602059991,55,-1.740362689,,,,
N#C[C@H]1CC[C@H](O)CC1n1cc(C(N)=O)c(Nc2ccccc2)n1,15,-1.176091259,79,-1.897627091,,,,
N#C[C@H]1CCC[C@@H](O)C1n1cc(C(N)=O)c(Nc2ccccc2)n1,370,-2.568201724,1000,-3,,,,
N#C[C@H]1CCC[C@H](O)C1n1cc(C(N)=O)c(Nc2ccccc2)n1,170,-2.230448921,320,-2.505149978,,,,
N#C[C@H]1CCC2(C[C@@H]1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,0.85,0.070581074,4,-0.602059991,,,,
N#C[C@H]1CCC2(C[C@H]1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,147,-2.167317335,308,-2.488550717,,,,
N#C[C@H]1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,44,-1.643452676,235,-2.371067862,,,,
N#C[C@H]1CCCC(F)[C@@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,5,-0.698970004,60,-1.77815125,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2cc(Cl)cc(Cl)c2)n1,18,-1.255272505,119,-2.075546961,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2cc(F)cc(Cl)c2)n1,7,-0.84509804,42,-1.62324929,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,0.19,0.721246399,2,-0.301029996,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)nc2)n1,0.35,0.455931956,3,-0.477121255,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)F)nc2)n1,1,0,4,-0.602059991,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)nc2)n1,0.2,0.698970004,2,-0.301029996,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)F)nc2)n1,0.67,0.173925197,3,-0.477121255,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Br)cc2)n1,1,0,11,-1.041392685,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,2,-0.301029996,19,-1.278753601,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,2,-0.301029996,13,-1.113943352,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C=O)cc2)n1,0.53,0.27572413,3,-0.477121255,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,12,-1.079181246,26,-1.414973348,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,17,-1.230448921,93,-1.968482949,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,2,-0.301029996,11,-1.041392685,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)nc2)n1,18,-1.255272505,178,-2.250420002,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(CN)cc2)n1,3,-0.477121255,10,-1,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,6,-0.77815125,42,-1.62324929,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,4,-0.602059991,34,-1.531478917,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)nc2)n1,3,-0.477121255,18,-1.255272505,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,1,0,10,-1,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)cc2)n1,0.7,0.15490196,5,-0.698970004,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)nc2)n1,6,-0.77815125,39,-1.591064607,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,16,-1.204119983,119,-2.075546961,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)N3CCC4(CC3)OCCO4)cc2)n1,0.9,0.045757491,3,-0.477121255,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)n1,0.4,0.397940009,1,0,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)n1,6,-0.77815125,31,-1.491361694,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)Nc3ccc4cccnc4c3)cc2)n1,5,-0.698970004,33,-1.51851394,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NC3CCCCC3)cc2)n1,0.5,0.301029996,1,0,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)Nc3ccncc3)cc2)n1,0.35,0.455931956,2,-0.301029996,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3ccc(C(F)(F)F)cc3)cc2)n1,2,-0.301029996,7,-0.84509804,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2)n1,1,0,4,-0.602059991,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2)n1,0.2,0.698970004,0.9,0.045757491,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3ccccc3Cl)cc2)n1,0.5,0.301029996,2,-0.301029996,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3cccnc3)cc2)n1,0.3,0.522878745,1,0,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3ccncc3)cc2)n1,0.25,0.602059991,0.95,0.022276395,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCCN3CCCC3)cc2)n1,0.5,0.301029996,2,-0.301029996,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccc3c(c2)CN(CC(F)(F)F)C3=O)n1,0.17,0.769551079,0.79,0.102372909,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,3,-0.477121255,,,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2cccnc2)n1,10,-1,36,-1.556302501,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(C(F)(F)F)c2)n1,19,-1.278753601,123,-2.089905111,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(Cl)c2)n1,4,-0.602059991,31,-1.491361694,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,2,-0.301029996,21,-1.322219295,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2ccnnc2)n1,3,-0.477121255,28,-1.447158031,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2cnc3c(c2)CNC3=O)n1,0.55,0.259637311,7,-0.84509804,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2cnc3cc(Cl)ccc3c2)n1,4,-0.602059991,21,-1.322219295,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2cnc3cc(F)ccc3c2)n1,2,-0.301029996,16,-1.204119983,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2cnc3ccc(Cl)cc3c2)n1,6,-0.77815125,23,-1.361727836,,,,
N#C[C@H]1CCCC[C@@H]1n1cc(C(N)=O)c(Nc2cnc3ccc(F)cc3c2)n1,2,-0.301029996,14,-1.146128036,,,,
N#C[C@H]1CCCC[C@@H]1n1nc(Nc2ccc(C(=O)O)cc2)c2c(O)nccc21,160,-2.204119983,3400,-3.531478917,,,,
N#C[C@H]1CCCC[C@@H]1n1nc(Nc2ccc(C3(O)CCC(C(=O)O)CC3)cc2)c2c(O)nccc21,95,-1.977723605,,,,,,
N#C[C@H]1CCCC[C@@H]1n1nc(Nc2ccc(-c3ncco3)cc2)c2c(O)nccc21,130,-2.113943352,1900,-3.278753601,,,,
N#C[C@H]1CCCC[C@@H]1n1nc(Nc2ccc3c(c2)CC(C(=O)O)C3)c2c(O)nccc21,470,-2.672097858,3400,-3.531478917,,,,
N#C[C@H]1CCCC[C@@H]1n1nc(Nc2ccc3c(c2)CNC3)c2c(O)nccc21,310,-2.491361694,860,-2.934498451,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc(-c3cn[nH]c3)nc2)n1,2,-0.301029996,16,-1.204119983,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,2,-0.301029996,22,-1.342422681,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)c(CO)c2)n1,2,-0.301029996,14,-1.146128036,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)cc2)n1,0.5,0.301029996,5,-0.698970004,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)CC(F)(F)F)cc2)n1,0.49,0.30980392,5,-0.698970004,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)CF)cc2)n1,0.16,0.795880017,2,-0.301029996,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)C(O)CS3(=O)=O)n1,0.28,0.552841969,2,-0.301029996,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)C=CS3(=O)=O)n1,0.45,0.346787486,11,-1.041392685,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)CCC(=O)N3)n1,2,-0.301029996,8,-0.903089987,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)CCS3(=O)=O)n1,0.4,0.397940009,6,-0.77815125,,,,
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,4,-0.602059991,30,-1.477121255,,,,
N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,0.59,0.229147988,0.5,0.301029996,0.805155,0.094120506,175,-2.243038049
N#C[C@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,7.6,-0.880813592,38,-1.579783597,370,-2.568201724,360,-2.556302501
N#C[C@H]1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,7.6,-0.880813592,38,-1.579783597,370,-2.568201724,360,-2.556302501
N#C[C@H]1CCNC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,13,-1.113943352,125,-2.096910013,,,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,0.09,1.045757491,0.6,0.22184875,,,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,14,-1.146128036,48,-1.681241237,110.46,-2.043205039,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,0.7,0.15490196,4,-0.602059991,,,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,38,-1.579783597,134,-2.127104798,,,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C3CC3)cc2)n1,0.5,0.301029996,200,-2.301029996,315,-2.498310554,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,26,-1.414973348,245,-2.389166084,,,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,16,-1.204119983,121,-2.08278537,,,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.3,0.522878745,2,-0.301029996,340,-2.531478917,1.8,-0.255272505
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)nc2)n1,0.8,0.096910013,5,-0.698970004,,,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(-n3ccnn3)cc2)n1,0.06,1.22184875,0.7,0.15490196,116,-2.064457989,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,7,-0.84509804,52,-1.716003344,,,,
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)cc2)n1,5,-0.698970004,0.8,0.096910013,210,-2.322219295,0.7,0.15490196
