SMILES,JAK1,pIC50_JAK1,JAK2,pIC50_JAK2,JAK3,pIC50_JAK3,TYK2,pIC50_TYK2
N#C[C@@H]1CCN(Cc2ncco2)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,2,-0.301029996,22,-1.342422681,,,,
N#C[C@@H]1CCN(CCC2CCOCC2)C[C@H]1n1cc(C(=N)O)c(Nc2ccc(F)cc2)n1,6,-0.77815125,74,-1.86923172,,,,
N#C[C@@H]1CCNC[C@H]1n1cc(C(=N)O)c(Nc2ccc(F)cc2)n1,13,-1.113943352,125,-2.096910013,,,,
N#C[C@@H]1CCOC[C@H]1n1[nH]c(=Nc2ccccc2)c2c(O)nccc21,110,-2.041392685,1390,-3.1430148,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2cc(F)c3nccc(Cl)c3c2)[nH]1,0.24,0.619788758,608,-2.783903579,,,12,-1.079181246
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccc(C(F)(F)F)nc2)[nH]1,46,-1.662757832,157,-2.195899652,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccc(C(F)F)nc2)[nH]1,0.5,0.301029996,134,-2.127104798,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccc(Cl)c(Cl)c2)[nH]1,0.4,0.397940009,245,-2.389166084,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccc(Cl)c(F)c2)[nH]1,0.2,0.698970004,121,-2.08278537,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccc(Cl)nc2)[nH]1,0.5,0.301029996,134,-2.127104798,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccc(F)nc2)[nH]1,0.8,0.096910013,5,-0.698970004,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccc(OCC(F)(F)F)nc2)[nH]1,0.6,0.22184875,3,-0.477121255,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccccc2)[nH]1,0.3,0.522878745,209,-2.320146286,,,2.9,-0.462397998
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2ccnc(F)c2)[nH]1,18,-1.255272505,414,-2.617000341,,,3,-0.477121255
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2cnc3cc(Cl)ccc3c2)[nH]1,0.5,0.301029996,118,-2.071882007,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(=Nc2cncc(F)c2)[nH]1,0.9,0.045757491,306,-2.485721426,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,14,-1.146128036,48,-1.681241237,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,0.09,1.045757491,27,-1.431363764,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(Nc2ccc(C3CC3)cc2)n1,,,200,-2.301029996,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,5,-0.698970004,140,-2.146128036,,,2,-0.301029996
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(Nc2ccc(F)cc2)n1,,,334,-2.523746467,,,1.8,-0.255272505
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(Nc2ccc(-n3ccnn3)cc2)n1,,,0.7,0.15490196,,,0.5,0.301029996
N#C[C@@H]1CCOC[C@H]1n1cc(C(=N)O)c(Nc2ccc(OC(F)F)cc2)n1,,,,,,,0.7,0.15490196
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,3,-0.477121255,21,-1.322219295,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,4,-0.602059991,27,-1.431363764,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,46,-1.662757832,157,-2.195899652,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,0.5,0.301029996,3,-0.477121255,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,0.4,0.397940009,5,-0.698970004,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.2,0.698970004,4,-0.602059991,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,0.3,0.522878745,3,-0.477121255,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2cnc3cc(Cl)ccc3c2)n1,21,-1.322219295,118,-2.071882007,,,,
N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2cncc(F)c2)n1,0.9,0.045757491,7,-0.84509804,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc(C(N)C(F)(F)F)cc2)c2c(O)nccc21,90,-1.954242509,290,-2.462397998,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc(C(N3CCC3)C(F)(F)F)cc2)c2c(O)nccc21,90,-1.954242509,220,-2.342422681,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc(C(N3CCCC3)C(F)(F)F)cc2)c2c(O)nccc21,50,-1.698970004,130,-2.113943352,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc(C(N3CCNCC3)C(F)(F)F)cc2)c2c(O)nccc21,130,-2.113943352,170,-2.230448921,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc(C(NC3CC3)C(F)(F)F)cc2)c2c(O)nccc21,80,-1.903089987,150,-2.176091259,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc(C(NC3CCC3)C(F)(F)F)cc2)c2c(O)nccc21,130,-2.113943352,190,-2.278753601,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc(C3(C(F)(F)F)CCCCN3)cc2)c2c(O)nccc21,50,-1.698970004,60,-1.77815125,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc(S(=O)(=O)N3CCC3)cc2)c2c(O)nccc21,80,-1.903089987,300,-2.477121255,,,,
N#C[C@@H]1CCOC[C@H]1n1nc(Nc2ccc3c(c2)CN(CC(F)(F)F)S3(=O)=O)c2c(O)nccc21,50,-1.698970004,290,-2.462397998,,,,
N#C[C@@H]1CCOCC1n1[nH]c(=Nc2ccnc(F)c2)c2c(O)nccc21,250,-2.397940009,4650,-3.667452953,,,,
N#C[C@@H]1CCOCC1n1nc(Nc2ccc(C(O)(c3ccccn3)C(F)(F)F)cc2)c2c(O)nccc21,140,-2.146128036,180,-2.255272505,,,,
N#C[C@@H]1CCOCC1n1nc(Nc2ccc(C(O)(c3ccncc3)C(F)(F)F)cc2)c2c(O)nccc21,80,-1.903089987,150,-2.176091259,,,,
N#C[C@@H]1CCOCC1n1nc(Nc2ccc(C3(C(F)(F)F)CCNC3)cc2)c2c(O)nccc21,70,-1.84509804,170,-2.230448921,,,,
N#C[C@@H]1CN(C(=O)OC(CF)CF)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,121,-2.08278537,1337,-3.126131407,,,,
N#C[C@@H]1CN(C(=O)OC(CF)CF)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6,-0.77815125,133,-2.123851641,,,,
N#C[C@@H]1CN(C(=O)OC2Cc3ccccc3C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,652,-2.814247596,,,,,,
N#C[C@@H]1CN(C(=O)OC2Cc3ccccc3C2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,54,-1.73239376,,,,,,
N#C[C@@H]1CN(C(=O)OC2CCCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,257,-2.409933123,,,,,,
N#C[C@@H]1CN(C(=O)OC2CCCC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,29,-1.462397998,756,-2.878521796,,,,
N#C[C@@H]1CN(C(=O)OC2CCCCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,599,-2.777426822,,,,,,
N#C[C@@H]1CN(C(=O)OC2CCOC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,212,-2.326335861,,,,,,
N#C[C@@H]1CN(C(=O)OC2CCOC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,12,-1.079181246,255,-2.40654018,,,,
N#C[C@@H]1CN(C(=O)OC2CCOCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,358,-2.553883027,,,,,,
N#C[C@@H]1CN(C(=O)OC2CCOCC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,20,-1.301029996,432,-2.635483747,,,,
N#C[C@@H]1CN(C(=O)OC2COC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,295,-2.469822016,1110,-3.045322979,,,,
N#C[C@@H]1CN(C(=O)OC2COC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,12,-1.079181246,185,-2.267171728,,,,
N#C[C@@H]1CN(C(=O)OCC(F)(F)CO)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,69,-1.838849091,1204,-3.080626487,,,,
N#C[C@@H]1CN(C(=O)OCC(F)(F)CO)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5,-0.698970004,106,-2.025305865,,,,
N#C[C@@H]1CN(C(=O)OCC(F)(F)F)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,10,-1,268,-2.428134794,,,,
N#C[C@@H]1CN(C(=O)OCC(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,83,-1.919078092,1084,-3.035029282,,,,
N#C[C@@H]1CN(C(=O)OCC(F)F)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,8,-0.903089987,132,-2.120573931,,,,
N#C[C@@H]1CN(C(=O)OCC2(N)CC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,13,-1.113943352,703,-2.846955325,,,,
N#C[C@@H]1CN(C(=O)OCC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,251,-2.399673721,,,,,,
N#C[C@@H]1CN(C(=O)OCC2CC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,12,-1.079181246,286,-2.456366033,,,,
N#C[C@@H]1CN(C(=O)OCc2ccccc2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,467,-2.669316881,,,,,,
N#C[C@@H]1CN(C(=O)OCc2ccccc2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,15,-1.176091259,369,-2.567026366,,,,
N#C[C@@H]1CN(C(=O)OCCC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,394,-2.595496222,,,,,,
N#C[C@@H]1CN(C(=O)OCCC2CC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,38,-1.579783597,430,-2.633468456,,,,
N#C[C@@H]1CN(C(=O)OCCc2ccccc2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,403,-2.605305046,,,,,,
N#C[C@@H]1CN(C(=O)OCCc2ccccc2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,86,-1.934498451,823,-2.915399835,,,,
N#C[C@@H]1CN(C(=O)OCCCc2ccccc2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,350,-2.544068044,,,,,,
N#C[C@@H]1CN(C(=O)OCCCc2ccccc2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,44,-1.643452676,1005,-3.002166062,,,,
N#C[C@@H]1CN(C(=O)OCCF)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,102,-2.008600172,1124,-3.050766311,,,,
N#C[C@@H]1CN(C(=O)OCCN2CCCC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,22,-1.342422681,1101,-3.041787319,,,,
N#C[C@@H]1CN(C(=O)OCCN2CCCC2=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,19,-1.278753601,411,-2.613841822,,,,
N#C[C@@H]1CN(C(=O)OCCN2CCOCC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,29,-1.462397998,835,-2.921686475,,,,
N#C[C@@H]1CN(CC2CCC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5,-0.698970004,66,-1.819543936,,,,
N#C[C@@H]1CN(Cc2cccc(F)n2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,2,-0.301029996,24,-1.380211242,,,,
N#C[C@@H]1CN(Cc2cccnc2F)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5,-0.698970004,79,-1.897627091,,,,
N#C[C@@H]1CN(Cc2cccnn2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,19,-1.278753601,220,-2.342422681,,,,
N#C[C@@H]1CN(Cc2ccn[nH]2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,4,-0.602059991,35,-1.544068044,,,,
N#C[C@@H]1CN(Cc2cncc(F)c2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6,-0.77815125,58,-1.763427994,,,,
N#C[C@@H]1CN(Cc2cnccn2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7,-0.84509804,75,-1.875061263,,,,
N#C[C@@H]1CN(Cc2cocn2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6,-0.77815125,52,-1.716003344,,,,
N#C[C@@H]1CN(Cc2cscn2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5,-0.698970004,37,-1.568201724,,,,
N#C[C@@H]1CN(Cc2ncco2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5,-0.698970004,47,-1.672097858,,,,
N#C[C@@H]1CN(CCC2CCOCC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,23,-1.361727836,258,-2.411619706,,,,
N#C[C@@H]1CNCC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7,-0.84509804,81,-1.908485019,,,,
N#C[C@@H]1CNCCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,102,-2.008600172,628,-2.797959644,,,,
N#C[C@@H]1COCC[C@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,41,-1.612783857,323,-2.509202522,,,,
N#C[C@@H]1CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.8,0.096910013,24,-1.380211242,,,,
N#C[C@@H]1CS(=O)(=O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,30,-1.477121255,371,-2.56937391,,,,
N#C[C@@H]1CS(=O)(=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1,0,,,,,,
N#C[C@H]1C(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)CCC[C@H]1O,5,-0.698970004,635,-2.802773725,,,,
N#C[C@H]1C[C@@H](C(=O)N[C@@H](C2CC2)C(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,180,-2.255272505,,,,,,
N#C[C@H]1C[C@@H](C(=O)N[C@H](C2CC2)C(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,9,-0.954242509,,,,,,
N#C[C@H]1C[C@@H](C(=O)N2CC(F)(F)C2)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,3,-0.477121255,,,,,,
N#C[C@H]1C[C@@H](C(=O)N2CC(F)(F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,62,-1.792391689,,,,,,
N#C[C@H]1C[C@@H](C(=O)N2CC(F)C2)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,3,-0.477121255,200,-2.301029996,,,,
N#C[C@H]1C[C@@H](C(=O)N2CC(F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,3,-0.477121255,23,-1.361727836,,,,
N#C[C@H]1C[C@@H](C(=O)N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,66,-1.819543936,480,-2.681241237,,,,
N#C[C@H]1C[C@@H](C(=O)N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,66,-1.819543936,480,-2.681241237,,,,
N#C[C@H]1C[C@@H](C(=O)N2CC3(COC3)C2)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,43,-1.633468456,,,,,,
N#C[C@H]1C[C@@H](C(=O)N2CC3(COC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,43,-1.633468456,,,,,,
N#C[C@H]1C[C@@H](C(=O)N2CCC(F)(F)C2)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,5,-0.698970004,115,-2.06069784,,,,
N#C[C@H]1C[C@@H](C(=O)NC2CC(F)(F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,21,-1.322219295,172,-2.235528447,,,,
N#C[C@H]1C[C@@H](C(=O)NC2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,20,-1.301029996,103,-2.012837225,,,,
N#C[C@H]1C[C@@H](C(=O)NC2COC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,33,-1.51851394,243,-2.385606274,,,,
N#C[C@H]1C[C@@H](C(O)=N[C@@H](C2CC2)C(F)(F)F)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,21,-1.322219295,,,,,,
N#C[C@H]1C[C@@H](C(O)=N[C@H](C2CC2)C(F)(F)F)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,9,-0.954242509,,,,,,
N#C[C@H]1C[C@@H](C(O)=NC(C2CC2)C2CC2)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,25,-1.397940009,500,-2.698970004,,,,
N#C[C@H]1C[C@@H](C(O)=NC2CC2)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,37,-1.568201724,295,-2.469822016,,,,
N#C[C@H]1C[C@@H](C(O)=NCC(F)(F)F)CC[C@@H]1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,7,-0.84509804,218,-2.338456494,,,,
N#C[C@H]1C[C@@H](C(O)=NCC(F)(F)F)CCC1n1cc(C(=N)O)c(Nc2ccc(Cl)cc2)n1,3,-0.477121255,38,-1.579783597,,,,
N#C[C@H]1C[C@@H](N[C@@H](C2CC2)C(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,4,-0.602059991,152,-2.181843588,,,,
N#C[C@H]1C[C@@H](N2C[C@@H]3C(CO)[C@@H]3C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.6,0.22184875,20,-1.301029996,,,,
N#C[C@H]1C[C@@H](N2CC(F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,3,-0.477121255,30,-1.477121255,,,,
N#C[C@H]1C[C@@H](N2CC(O)(C(F)(F)F)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,1,0,23,-1.361727836,,,,
N#C[C@H]1C[C@@H](N2CC(O)(C(F)(F)F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,1,0,12,-1.079181246,,,,
N#C[C@H]1C[C@@H](N2CC(O)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.13,0.886056648,1,0,,,,
N#C[C@H]1C[C@@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,0.2,0.698970004,9,-0.954242509,,,,
N#C[C@H]1C[C@@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,0.1,1,7,-0.84509804,,,,
N#C[C@H]1C[C@@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,2,-0.301029996,121,-2.08278537,,,,
N#C[C@H]1C[C@@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,1,0,61,-1.785329835,,,,
N#C[C@H]1C[C@@H](N2CC3(CCC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,0.5,0.301029996,36,-1.556302501,,,,
N#C[C@H]1C[C@@H](N2CC3(COC3)C2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.95,0.022276395,20,-1.301029996,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,0.55,0.259637311,13,-1.113943352,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,0.3,0.522878745,11,-1.041392685,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,6,-0.77815125,75,-1.875061263,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C=O)cc2)n1,0.45,0.346787486,16,-1.204119983,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(CC(F)(F)F)cc2)n1,0.6,0.22184875,16,-1.204119983,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,2,-0.301029996,84,-1.924279286,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.7,0.15490196,41,-1.612783857,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,0.7,0.15490196,23,-1.361727836,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.15,0.823908741,4,-0.602059991,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,0.75,0.124938737,39,-1.591064607,,,,
N#C[C@H]1C[C@@H](N2CCC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,2,-0.301029996,37,-1.568201724,,,,
N#C[C@H]1C[C@@H](N2CCC23COC3)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,1,0,4,-0.602059991,,,,
N#C[C@H]1C[C@@H](N2CCOCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.3,0.522878745,6,-0.77815125,,,,
N#C[C@H]1C[C@@H](NC2(C(F)(F)F)CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,5,-0.698970004,36,-1.556302501,,,,
N#C[C@H]1C[C@@H](NC2(CO)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,2,-0.301029996,14,-1.146128036,,,,
N#C[C@H]1C[C@@H](NC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.9,0.045757491,22,-1.342422681,,,,
N#C[C@H]1C[C@@H](NC2CCOCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,4,-0.602059991,102,-2.008600172,,,,
N#C[C@H]1C[C@@H](NC2COC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(CC(F)(F)F)cc2)n1,0.3,0.522878745,3,-0.477121255,,,,
N#C[C@H]1C[C@@H](NCC(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,3,-0.477121255,34,-1.531478917,,,,
N#C[C@H]1C[C@@H](NCC(F)(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,1,0,16,-1.204119983,,,,
N#C[C@H]1C[C@@H](NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.55,0.259637311,6,-0.77815125,,,,
N#C[C@H]1C[C@@H](NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)cc2)n1,0.3,0.522878745,10,-1,,,,
N#C[C@H]1C[C@@H](NCC(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,4,-0.602059991,35,-1.544068044,,,,
N#C[C@H]1C[C@@H](NCC(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,4,-0.602059991,41,-1.612783857,,,,
N#C[C@H]1C[C@@H](NCC(F)F)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.45,0.346787486,4,-0.602059991,,,,
N#C[C@H]1C[C@@H](NCC2(O)CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.45,0.346787486,23,-1.361727836,,,,
N#C[C@H]1C[C@@H](NCC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,3,-0.477121255,64,-1.806179974,,,,
N#C[C@H]1C[C@@H](NCC2CC2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.2,0.698970004,8,-0.903089987,,,,
N#C[C@H]1C[C@@H](NCc2ccccc2)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,0.3,0.522878745,9,-0.954242509,,,,
